Date,State,Total_Cured,Total_Deaths,Total_Confirmed,New_Cured,New_Deaths,New_Confirmed
2020-01-30,Kerala,0,0,1,0,0,1
2020-01-31,Kerala,0,0,1,0,0,0
2020-02-01,Kerala,0,0,2,0,0,1
2020-02-02,Kerala,0,0,3,0,0,1
2020-02-03,Kerala,0,0,3,0,0,0
2020-02-04,Kerala,0,0,3,0,0,0
2020-02-05,Kerala,0,0,3,0,0,0
2020-02-06,Kerala,0,0,3,0,0,0
2020-02-07,Kerala,0,0,3,0,0,0
2020-02-08,Kerala,0,0,3,0,0,0
2020-02-09,Kerala,0,0,3,0,0,0
2020-02-10,Kerala,0,0,3,0,0,0
2020-02-11,Kerala,0,0,3,0,0,0
2020-02-12,Kerala,0,0,3,0,0,0
2020-02-13,Kerala,0,0,3,0,0,0
2020-02-14,Kerala,0,0,3,0,0,0
2020-02-15,Kerala,0,0,3,0,0,0
2020-02-16,Kerala,0,0,3,0,0,0
2020-02-17,Kerala,0,0,3,0,0,0
2020-02-18,Kerala,0,0,3,0,0,0
2020-02-19,Kerala,0,0,3,0,0,0
2020-02-20,Kerala,0,0,3,0,0,0
2020-02-21,Kerala,0,0,3,0,0,0
2020-02-22,Kerala,0,0,3,0,0,0
2020-02-23,Kerala,0,0,3,0,0,0
2020-02-24,Kerala,0,0,3,0,0,0
2020-02-25,Kerala,0,0,3,0,0,0
2020-02-26,Kerala,0,0,3,0,0,0
2020-02-27,Kerala,0,0,3,0,0,0
2020-02-28,Kerala,0,0,3,0,0,0
2020-02-29,Kerala,0,0,3,0,0,0
2020-03-01,Kerala,0,0,3,0,0,0
2020-03-02,Delhi,0,0,1,0,0,1
2020-03-02,Kerala,0,0,3,0,0,0
2020-03-02,Telangana,0,0,1,0,0,1
2020-03-03,Delhi,0,0,1,0,0,0
2020-03-03,Kerala,3,0,3,3,0,0
2020-03-03,Rajasthan,0,0,1,0,0,1
2020-03-03,Telangana,0,0,1,0,0,0
2020-03-04,Delhi,0,0,1,0,0,0
2020-03-04,Haryana,0,0,2,0,0,2
2020-03-04,Kerala,3,0,3,0,0,0
2020-03-04,Rajasthan,0,0,15,0,0,14
2020-03-04,Telangana,0,0,1,0,0,0
2020-03-04,Uttar Pradesh,0,0,6,0,0,6
2020-03-05,Delhi,0,0,2,0,0,1
2020-03-05,Haryana,0,0,2,0,0,0
2020-03-05,Kerala,3,0,3,0,0,0
2020-03-05,Rajasthan,0,0,15,0,0,0
2020-03-05,Telangana,0,0,1,0,0,0
2020-03-05,Uttar Pradesh,0,0,7,0,0,1
2020-03-06,Delhi,0,0,3,0,0,1
2020-03-06,Haryana,0,0,2,0,0,0
2020-03-06,Kerala,3,0,3,0,0,0
2020-03-06,Rajasthan,0,0,15,0,0,0
2020-03-06,Telangana,0,0,1,0,0,0
2020-03-06,Uttar Pradesh,0,0,7,0,0,0
2020-03-07,Delhi,0,0,3,0,0,0
2020-03-07,Haryana,0,0,2,0,0,0
2020-03-07,Kerala,3,0,3,0,0,0
2020-03-07,Ladakh,0,0,2,0,0,2
2020-03-07,Rajasthan,0,0,15,0,0,0
2020-03-07,Tamil Nadu,0,0,1,0,0,1
2020-03-07,Telangana,0,0,1,0,0,0
2020-03-07,Uttar Pradesh,0,0,7,0,0,0
2020-03-08,Delhi,0,0,3,0,0,0
2020-03-08,Haryana,0,0,2,0,0,0
2020-03-08,Kerala,3,0,8,0,0,5
2020-03-08,Ladakh,0,0,2,0,0,0
2020-03-08,Rajasthan,0,0,15,0,0,0
2020-03-08,Tamil Nadu,0,0,1,0,0,0
2020-03-08,Telangana,0,0,1,0,0,0
2020-03-08,Uttar Pradesh,0,0,7,0,0,0
2020-03-09,Delhi,0,0,4,0,0,1
2020-03-09,Haryana,0,0,2,0,0,0
2020-03-09,Jammu and Kashmir,0,0,1,0,0,1
2020-03-09,Karnataka,0,0,1,0,0,1
2020-03-09,Kerala,3,0,9,0,0,1
2020-03-09,Ladakh,0,0,2,0,0,0
2020-03-09,Maharashtra,0,0,2,0,0,2
2020-03-09,Punjab,0,0,1,0,0,1
2020-03-09,Rajasthan,0,0,15,0,0,0
2020-03-09,Tamil Nadu,0,0,1,0,0,0
2020-03-09,Telangana,0,0,1,0,0,0
2020-03-09,Uttar Pradesh,0,0,7,0,0,0
2020-03-10,Delhi,0,0,4,0,0,0
2020-03-10,Haryana,0,0,2,0,0,0
2020-03-10,Jammu and Kashmir,0,0,1,0,0,0
2020-03-10,Karnataka,0,0,4,0,0,3
2020-03-10,Kerala,3,0,15,0,0,6
2020-03-10,Ladakh,0,0,2,0,0,0
2020-03-10,Maharashtra,0,0,5,0,0,3
2020-03-10,Punjab,0,0,1,0,0,0
2020-03-10,Rajasthan,0,0,15,0,0,0
2020-03-10,Tamil Nadu,0,0,1,0,0,0
2020-03-10,Telangana,0,0,1,0,0,0
2020-03-10,Uttar Pradesh,0,0,7,0,0,0
2020-03-11,Delhi,0,0,5,0,0,1
2020-03-11,Haryana,0,0,14,0,0,12
2020-03-11,Jammu and Kashmir,0,0,1,0,0,0
2020-03-11,Karnataka,0,0,4,0,0,0
2020-03-11,Kerala,3,0,17,0,0,2
2020-03-11,Ladakh,0,0,2,0,0,0
2020-03-11,Maharashtra,0,0,2,0,0,0
2020-03-11,Punjab,0,0,1,0,0,0
2020-03-11,Rajasthan,0,0,3,0,0,0
2020-03-11,Tamil Nadu,0,0,1,0,0,0
2020-03-11,Telangana,0,0,1,0,0,0
2020-03-11,Uttar Pradesh,0,0,9,0,0,2
2020-03-12,Andhra Pradesh,0,0,1,0,0,1
2020-03-12,Delhi,0,0,6,0,0,1
2020-03-12,Haryana,0,0,14,0,0,0
2020-03-12,Jammu and Kashmir,0,0,1,0,0,0
2020-03-12,Karnataka,0,0,4,0,0,0
2020-03-12,Kerala,3,0,17,0,0,0
2020-03-12,Ladakh,0,0,3,0,0,1
2020-03-12,Maharashtra,0,0,11,0,0,9
2020-03-12,Punjab,0,0,1,0,0,0
2020-03-12,Rajasthan,0,0,3,0,0,0
2020-03-12,Tamil Nadu,0,0,1,0,0,0
2020-03-12,Telangana,0,0,1,0,0,0
2020-03-12,Uttar Pradesh,0,0,11,0,0,2
2020-03-13,Andhra Pradesh,0,0,1,0,0,0
2020-03-13,Delhi,0,0,6,0,0,0
2020-03-13,Haryana,0,0,14,0,0,0
2020-03-13,Jammu and Kashmir,0,0,1,0,0,0
2020-03-13,Karnataka,0,1,6,0,1,2
2020-03-13,Kerala,3,0,19,0,0,2
2020-03-13,Ladakh,0,0,3,0,0,0
2020-03-13,Maharashtra,0,0,14,0,0,3
2020-03-13,Punjab,0,0,1,0,0,0
2020-03-13,Rajasthan,0,0,3,0,0,0
2020-03-13,Tamil Nadu,0,0,1,0,0,0
2020-03-13,Telangana,0,0,1,0,0,0
2020-03-13,Uttar Pradesh,0,0,11,0,0,0
2020-03-14,Andhra Pradesh,0,0,1,0,0,0
2020-03-14,Delhi,1,1,7,1,1,1
2020-03-14,Haryana,0,0,14,0,0,0
2020-03-14,Jammu and Kashmir,0,0,2,0,0,1
2020-03-14,Karnataka,0,1,6,0,0,0
2020-03-14,Kerala,3,0,19,0,0,0
2020-03-14,Ladakh,0,0,3,0,0,0
2020-03-14,Maharashtra,0,0,14,0,0,0
2020-03-14,Punjab,0,0,1,0,0,0
2020-03-14,Rajasthan,1,0,3,1,0,0
2020-03-14,Tamil Nadu,0,0,1,0,0,0
2020-03-14,Telangana,0,0,1,0,0,0
2020-03-14,Uttar Pradesh,5,0,12,5,0,1
2020-03-15,Andhra Pradesh,0,0,1,0,0,0
2020-03-15,Delhi,2,1,7,1,0,0
2020-03-15,Haryana,0,0,14,0,0,0
2020-03-15,Jammu and Kashmir,0,0,2,0,0,0
2020-03-15,Karnataka,0,1,6,0,0,0
2020-03-15,Kerala,3,0,22,0,0,3
2020-03-15,Ladakh,0,0,3,0,0,0
2020-03-15,Maharashtra,0,0,32,0,0,18
2020-03-15,Punjab,0,0,1,0,0,0
2020-03-15,Rajasthan,3,0,4,2,0,1
2020-03-15,Tamil Nadu,0,0,1,0,0,0
2020-03-15,Telangana,1,0,3,1,0,2
2020-03-15,Uttar Pradesh,4,0,13,0,0,1
2020-03-15,Uttarakhand,0,0,1,0,0,1
2020-03-16,Andhra Pradesh,0,0,1,0,0,0
2020-03-16,Delhi,2,1,7,0,0,0
2020-03-16,Haryana,0,0,14,0,0,0
2020-03-16,Jammu and Kashmir,0,0,3,0,0,1
2020-03-16,Karnataka,0,1,6,0,0,0
2020-03-16,Kerala,3,0,23,0,0,1
2020-03-16,Ladakh,0,0,4,0,0,1
2020-03-16,Maharashtra,0,0,32,0,0,0
2020-03-16,Odisha,0,0,1,0,0,1
2020-03-16,Punjab,0,0,1,0,0,0
2020-03-16,Rajasthan,3,0,4,0,0,0
2020-03-16,Tamil Nadu,0,0,1,0,0,0
2020-03-16,Telangana,1,0,3,0,0,0
2020-03-16,Uttar Pradesh,4,0,13,0,0,0
2020-03-16,Uttarakhand,0,0,1,0,0,0
2020-03-17,Andhra Pradesh,0,0,1,0,0,0
2020-03-17,Delhi,2,1,8,0,0,1
2020-03-17,Haryana,0,0,15,0,0,1
2020-03-17,Jammu and Kashmir,0,0,3,0,0,0
2020-03-17,Karnataka,0,1,11,0,0,5
2020-03-17,Kerala,3,0,26,0,0,3
2020-03-17,Ladakh,0,0,6,0,0,2
2020-03-17,Maharashtra,0,1,39,0,1,7
2020-03-17,Odisha,0,0,1,0,0,0
2020-03-17,Punjab,0,0,1,0,0,0
2020-03-17,Rajasthan,3,0,4,0,0,0
2020-03-17,Tamil Nadu,0,0,1,0,0,0
2020-03-17,Telangana,1,0,5,0,0,2
2020-03-17,Uttar Pradesh,5,0,15,1,0,2
2020-03-17,Uttarakhand,0,0,1,0,0,0
2020-03-18,Andhra Pradesh,0,0,1,0,0,0
2020-03-18,Delhi,2,1,10,0,0,2
2020-03-18,Haryana,0,0,17,0,0,2
2020-03-18,Jammu and Kashmir,0,0,3,0,0,0
2020-03-18,Karnataka,0,1,11,0,0,0
2020-03-18,Kerala,3,0,27,0,0,1
2020-03-18,Ladakh,0,0,8,0,0,2
2020-03-18,Maharashtra,0,1,42,0,0,3
2020-03-18,Odisha,0,0,1,0,0,0
2020-03-18,Puducherry,0,0,1,0,0,1
2020-03-18,Punjab,0,0,1,0,0,0
2020-03-18,Rajasthan,3,0,4,0,0,0
2020-03-18,Tamil Nadu,0,0,1,0,0,0
2020-03-18,Telangana,1,0,6,0,0,1
2020-03-18,Uttar Pradesh,5,0,16,0,0,1
2020-03-18,Uttarakhand,0,0,1,0,0,0
2020-03-18,West Bengal,0,0,1,0,0,1
2020-03-19,Andhra Pradesh,0,0,2,0,0,1
2020-03-19,Chandigarh,0,0,1,0,0,1
2020-03-19,Chhattisgarh,0,0,1,0,0,1
2020-03-19,Delhi,3,1,12,1,0,2
2020-03-19,Haryana,0,0,17,0,0,0
2020-03-19,Jammu and Kashmir,0,0,4,0,0,1
2020-03-19,Karnataka,0,1,14,0,0,3
2020-03-19,Kerala,3,0,27,0,0,0
2020-03-19,Ladakh,0,0,8,0,0,0
2020-03-19,Maharashtra,0,1,47,0,0,5
2020-03-19,Odisha,0,0,1,0,0,0
2020-03-19,Puducherry,0,0,1,0,0,0
2020-03-19,Punjab,0,1,2,0,1,1
2020-03-19,Rajasthan,3,0,7,0,0,3
2020-03-19,Tamil Nadu,1,0,2,1,0,1
2020-03-19,Telangana,1,0,6,0,0,0
2020-03-19,Uttar Pradesh,9,0,19,4,0,3
2020-03-19,Uttarakhand,0,0,1,0,0,0
2020-03-19,West Bengal,0,0,1,0,0,0
2020-03-20,Andhra Pradesh,0,0,3,0,0,1
2020-03-20,Chandigarh,0,0,1,0,0,0
2020-03-20,Chhattisgarh,0,0,1,0,0,0
2020-03-20,Delhi,5,1,17,2,0,5
2020-03-20,Gujarat,0,0,5,0,0,5
2020-03-20,Haryana,0,0,17,0,0,0
2020-03-20,Jammu and Kashmir,0,0,4,0,0,0
2020-03-20,Karnataka,1,1,15,1,0,1
2020-03-20,Kerala,3,0,28,0,0,1
2020-03-20,Ladakh,0,0,10,0,0,2
2020-03-20,Maharashtra,0,1,52,0,0,5
2020-03-20,Odisha,0,0,2,0,0,1
2020-03-20,Puducherry,0,0,1,0,0,0
2020-03-20,Punjab,0,1,2,0,0,0
2020-03-20,Rajasthan,3,0,17,0,0,10
2020-03-20,Tamil Nadu,1,0,3,0,0,1
2020-03-20,Telangana,1,0,17,0,0,11
2020-03-20,Uttar Pradesh,9,0,23,0,0,4
2020-03-20,Uttarakhand,0,0,3,0,0,2
2020-03-20,West Bengal,0,0,2,0,0,1
2020-03-21,Andhra Pradesh,0,0,3,0,0,0
2020-03-21,Chandigarh,0,0,1,0,0,0
2020-03-21,Chhattisgarh,0,0,1,0,0,0
2020-03-21,Delhi,5,1,26,0,0,9
2020-03-21,Gujarat,0,0,7,0,0,2
2020-03-21,Haryana,0,0,17,0,0,0
2020-03-21,Himachal Pradesh,0,0,2,0,0,2
2020-03-21,Jammu and Kashmir,0,0,4,0,0,0
2020-03-21,Karnataka,1,1,15,0,0,0
2020-03-21,Kerala,3,0,40,0,0,12
2020-03-21,Ladakh,0,0,13,0,0,3
2020-03-21,Madhya Pradesh,0,0,4,0,0,4
2020-03-21,Maharashtra,0,1,63,0,0,11
2020-03-21,Odisha,0,0,2,0,0,0
2020-03-21,Puducherry,0,0,1,0,0,0
2020-03-21,Punjab,0,1,13,0,0,11
2020-03-21,Rajasthan,3,0,17,0,0,0
2020-03-21,Tamil Nadu,1,0,3,0,0,0
2020-03-21,Telangana,1,0,21,0,0,4
2020-03-21,Uttar Pradesh,9,0,24,0,0,1
2020-03-21,Uttarakhand,0,0,3,0,0,0
2020-03-21,West Bengal,0,0,3,0,0,1
2020-03-22,Andhra Pradesh,0,0,5,0,0,2
2020-03-22,Bihar,0,1,2,0,1,2
2020-03-22,Chandigarh,0,0,5,0,0,4
2020-03-22,Chhattisgarh,0,0,1,0,0,0
2020-03-22,Delhi,5,1,29,0,0,3
2020-03-22,Gujarat,0,1,18,0,1,11
2020-03-22,Haryana,0,0,21,0,0,4
2020-03-22,Himachal Pradesh,0,0,2,0,0,0
2020-03-22,Jammu and Kashmir,0,0,4,0,0,0
2020-03-22,Karnataka,2,1,26,1,0,11
2020-03-22,Kerala,3,0,52,0,0,12
2020-03-22,Ladakh,0,0,13,0,0,0
2020-03-22,Madhya Pradesh,0,0,4,0,0,0
2020-03-22,Maharashtra,0,2,67,0,1,4
2020-03-22,Odisha,0,0,2,0,0,0
2020-03-22,Puducherry,0,0,1,0,0,0
2020-03-22,Punjab,0,1,21,0,0,8
2020-03-22,Rajasthan,3,0,24,0,0,7
2020-03-22,Tamil Nadu,1,0,7,0,0,4
2020-03-22,Telangana,1,0,22,0,0,1
2020-03-22,Uttar Pradesh,9,0,27,0,0,3
2020-03-22,Uttarakhand,0,0,3,0,0,0
2020-03-22,West Bengal,0,0,4,0,0,1
2020-03-23,Andhra Pradesh,0,0,7,0,0,2
2020-03-23,Bihar,0,1,2,0,0,0
2020-03-23,Chandigarh,0,0,6,0,0,1
2020-03-23,Chhattisgarh,0,0,1,0,0,0
2020-03-23,Delhi,5,1,29,0,0,0
2020-03-23,Gujarat,0,1,29,0,0,11
2020-03-23,Haryana,0,0,26,0,0,5
2020-03-23,Himachal Pradesh,0,0,2,0,0,0
2020-03-23,Jammu and Kashmir,0,0,4,0,0,0
2020-03-23,Karnataka,2,1,33,0,0,7
2020-03-23,Kerala,3,0,67,0,0,15
2020-03-23,Ladakh,0,0,13,0,0,0
2020-03-23,Madhya Pradesh,0,0,6,0,0,2
2020-03-23,Maharashtra,0,2,74,0,0,7
2020-03-23,Odisha,0,0,2,0,0,0
2020-03-23,Puducherry,0,0,1,0,0,0
2020-03-23,Punjab,0,1,21,0,0,0
2020-03-23,Rajasthan,3,0,28,0,0,4
2020-03-23,Tamil Nadu,1,0,9,0,0,2
2020-03-23,Telangana,1,0,32,0,0,10
2020-03-23,Uttar Pradesh,9,0,31,0,0,4
2020-03-23,Uttarakhand,0,0,3,0,0,0
2020-03-23,West Bengal,0,0,7,0,0,3
2020-03-24,Andhra Pradesh,0,0,8,0,0,1
2020-03-24,Bihar,0,1,3,0,0,1
2020-03-24,Chandigarh,0,0,7,0,0,1
2020-03-24,Chhattisgarh,0,0,1,0,0,0
2020-03-24,Delhi,6,1,30,1,0,1
2020-03-24,Gujarat,0,1,33,0,0,4
2020-03-24,Haryana,11,0,28,11,0,2
2020-03-24,Himachal Pradesh,0,1,3,0,1,1
2020-03-24,Jammu and Kashmir,0,0,4,0,0,0
2020-03-24,Karnataka,3,1,37,1,0,4
2020-03-24,Kerala,4,0,95,1,0,28
2020-03-24,Ladakh,0,0,13,0,0,0
2020-03-24,Madhya Pradesh,0,0,7,0,0,1
2020-03-24,Maharashtra,0,2,89,0,0,15
2020-03-24,Manipur,0,0,1,0,0,1
2020-03-24,Odisha,0,0,2,0,0,0
2020-03-24,Puducherry,0,0,1,0,0,0
2020-03-24,Punjab,0,1,29,0,0,8
2020-03-24,Rajasthan,3,0,32,0,0,4
2020-03-24,Tamil Nadu,1,0,15,0,0,6
2020-03-24,Telangana,1,0,35,0,0,3
2020-03-24,Uttar Pradesh,11,0,33,2,0,2
2020-03-24,Uttarakhand,0,0,4,0,0,1
2020-03-24,West Bengal,0,1,9,0,1,2
2020-03-25,Andhra Pradesh,1,0,9,1,0,1
2020-03-25,Bihar,0,1,4,0,0,1
2020-03-25,Chandigarh,0,0,7,0,0,0
2020-03-25,Chhattisgarh,0,0,1,0,0,0
2020-03-25,Delhi,6,1,31,0,0,1
2020-03-25,Gujarat,0,1,38,0,0,5
2020-03-25,Haryana,11,0,28,0,0,0
2020-03-25,Himachal Pradesh,0,1,3,0,0,0
2020-03-25,Jammu and Kashmir,1,0,7,1,0,3
2020-03-25,Karnataka,3,1,41,0,0,4
2020-03-25,Kerala,4,0,109,0,0,14
2020-03-25,Ladakh,0,0,13,0,0,0
2020-03-25,Madhya Pradesh,0,0,14,0,0,7
2020-03-25,Maharashtra,1,3,128,1,1,39
2020-03-25,Manipur,0,0,1,0,0,0
2020-03-25,Mizoram,0,0,1,0,0,1
2020-03-25,Odisha,0,0,2,0,0,0
2020-03-25,Puducherry,0,0,1,0,0,0
2020-03-25,Punjab,0,1,29,0,0,0
2020-03-25,Rajasthan,3,0,36,0,0,4
2020-03-25,Tamil Nadu,1,0,18,0,0,3
2020-03-25,Telangana,1,0,35,0,0,0
2020-03-25,Uttar Pradesh,11,0,37,0,0,4
2020-03-25,Uttarakhand,0,0,4,0,0,0
2020-03-25,West Bengal,0,1,9,0,0,0
2020-03-26,Andaman and Nicobar Islands,0,0,1,0,0,1
2020-03-26,Andhra Pradesh,1,0,11,0,0,2
2020-03-26,Bihar,0,1,6,0,0,2
2020-03-26,Chandigarh,0,0,7,0,0,0
2020-03-26,Chhattisgarh,0,0,6,0,0,5
2020-03-26,Delhi,6,1,36,0,0,5
2020-03-26,Goa,0,0,3,0,0,3
2020-03-26,Gujarat,0,3,43,0,2,5
2020-03-26,Haryana,11,0,30,0,0,2
2020-03-26,Himachal Pradesh,0,1,3,0,0,0
2020-03-26,Jammu and Kashmir,1,0,13,0,0,6
2020-03-26,Karnataka,3,2,55,0,1,14
2020-03-26,Kerala,6,0,118,2,0,9
2020-03-26,Ladakh,0,0,13,0,0,0
2020-03-26,Madhya Pradesh,0,1,20,0,1,6
2020-03-26,Maharashtra,1,3,124,0,0,0
2020-03-26,Manipur,0,0,1,0,0,0
2020-03-26,Mizoram,0,0,1,0,0,0
2020-03-26,Odisha,0,0,2,0,0,0
2020-03-26,Puducherry,0,0,1,0,0,0
2020-03-26,Punjab,0,1,33,0,0,4
2020-03-26,Rajasthan,3,0,41,0,0,5
2020-03-26,Tamil Nadu,1,1,26,0,1,8
2020-03-26,Telangana,1,0,44,0,0,9
2020-03-26,Uttar Pradesh,11,0,41,0,0,4
2020-03-26,Uttarakhand,0,0,5,0,0,1
2020-03-26,West Bengal,0,1,10,0,0,1
2020-03-27,Andaman and Nicobar Islands,0,0,1,0,0,0
2020-03-27,Andhra Pradesh,1,0,12,0,0,1
2020-03-27,Bihar,0,1,6,0,0,0
2020-03-27,Chandigarh,0,0,7,0,0,0
2020-03-27,Chhattisgarh,0,0,6,0,0,0
2020-03-27,Delhi,6,1,36,0,0,0
2020-03-27,Goa,0,0,3,0,0,0
2020-03-27,Gujarat,0,3,43,0,0,0
2020-03-27,Haryana,11,0,30,0,0,0
2020-03-27,Himachal Pradesh,0,1,3,0,0,0
2020-03-27,Jammu and Kashmir,1,1,13,0,1,0
2020-03-27,Karnataka,3,2,55,0,0,0
2020-03-27,Kerala,11,0,137,5,0,19
2020-03-27,Ladakh,3,0,13,3,0,0
2020-03-27,Madhya Pradesh,0,1,20,0,0,0
2020-03-27,Maharashtra,15,4,130,14,1,6
2020-03-27,Manipur,0,0,1,0,0,0
2020-03-27,Mizoram,0,0,1,0,0,0
2020-03-27,Odisha,0,0,2,0,0,0
2020-03-27,Puducherry,0,0,1,0,0,0
2020-03-27,Punjab,0,1,33,0,0,0
2020-03-27,Rajasthan,3,0,41,0,0,0
2020-03-27,Tamil Nadu,1,1,29,0,0,3
2020-03-27,Telangana,1,0,45,0,0,1
2020-03-27,Uttar Pradesh,11,0,41,0,0,0
2020-03-27,Uttarakhand,0,0,5,0,0,0
2020-03-27,West Bengal,0,1,10,0,0,0
2020-03-28,Andaman and Nicobar Islands,0,0,6,0,0,5
2020-03-28,Andhra Pradesh,1,0,14,0,0,2
2020-03-28,Bihar,0,1,9,0,0,3
2020-03-28,Chandigarh,0,0,8,0,0,1
2020-03-28,Chhattisgarh,0,0,6,0,0,0
2020-03-28,Delhi,6,1,39,0,0,3
2020-03-28,Goa,0,0,3,0,0,0
2020-03-28,Gujarat,0,3,45,0,0,2
2020-03-28,Haryana,12,0,33,1,0,3
2020-03-28,Himachal Pradesh,0,1,3,0,0,0
2020-03-28,Jammu and Kashmir,1,1,20,0,0,7
2020-03-28,Karnataka,3,2,55,0,0,0
2020-03-28,Kerala,11,0,176,0,0,39
2020-03-28,Ladakh,3,0,13,0,0,0
2020-03-28,Madhya Pradesh,0,2,30,0,1,10
2020-03-28,Maharashtra,25,5,180,10,1,50
2020-03-28,Manipur,0,0,1,0,0,0
2020-03-28,Mizoram,0,0,1,0,0,0
2020-03-28,Odisha,0,0,3,0,0,1
2020-03-28,Puducherry,0,0,1,0,0,0
2020-03-28,Punjab,1,1,38,1,0,5
2020-03-28,Rajasthan,3,0,54,0,0,13
2020-03-28,Tamil Nadu,2,1,40,1,0,11
2020-03-28,Telangana,1,0,56,0,0,11
2020-03-28,Uttar Pradesh,11,0,55,0,0,14
2020-03-28,Uttarakhand,0,0,5,0,0,0
2020-03-28,West Bengal,0,1,15,0,0,5
2020-03-29,Andaman and Nicobar Islands,0,0,9,0,0,3
2020-03-29,Andhra Pradesh,1,0,19,0,0,5
2020-03-29,Bihar,0,1,11,0,0,2
2020-03-29,Chandigarh,0,0,8,0,0,0
2020-03-29,Chhattisgarh,0,0,7,0,0,1
2020-03-29,Delhi,6,2,49,0,1,10
2020-03-29,Goa,0,0,5,0,0,2
2020-03-29,Gujarat,1,5,58,1,2,13
2020-03-29,Haryana,17,0,33,5,0,0
2020-03-29,Himachal Pradesh,0,1,3,0,0,0
2020-03-29,Jammu and Kashmir,1,2,31,0,1,11
2020-03-29,Karnataka,5,3,76,2,1,21
2020-03-29,Kerala,15,1,182,4,1,6
2020-03-29,Ladakh,3,0,13,0,0,0
2020-03-29,Madhya Pradesh,0,2,30,0,0,0
2020-03-29,Maharashtra,25,6,186,0,1,6
2020-03-29,Manipur,0,0,1,0,0,0
2020-03-29,Mizoram,0,0,1,0,0,0
2020-03-29,Odisha,0,0,3,0,0,0
2020-03-29,Puducherry,0,0,1,0,0,0
2020-03-29,Punjab,1,1,38,0,0,0
2020-03-29,Rajasthan,3,0,55,0,0,1
2020-03-29,Tamil Nadu,4,1,49,2,0,9
2020-03-29,Telangana,1,1,66,0,1,10
2020-03-29,Uttar Pradesh,11,0,65,0,0,10
2020-03-29,Uttarakhand,2,0,7,2,0,2
2020-03-29,West Bengal,0,1,18,0,0,3
2020-03-30,Andaman and Nicobar Islands,0,0,9,0,0,0
2020-03-30,Andhra Pradesh,1,0,23,0,0,4
2020-03-30,Bihar,0,1,15,0,0,4
2020-03-30,Chandigarh,0,0,8,0,0,0
2020-03-30,Chhattisgarh,0,0,7,0,0,0
2020-03-30,Delhi,6,2,87,0,0,38
2020-03-30,Goa,0,0,5,0,0,0
2020-03-30,Gujarat,1,6,69,0,1,11
2020-03-30,Haryana,18,0,36,1,0,3
2020-03-30,Himachal Pradesh,0,1,3,0,0,0
2020-03-30,Jammu and Kashmir,2,2,48,1,0,17
2020-03-30,Karnataka,5,3,83,0,0,7
2020-03-30,Kerala,19,1,202,4,0,20
2020-03-30,Ladakh,3,0,13,0,0,0
2020-03-30,Madhya Pradesh,0,3,47,0,1,17
2020-03-30,Maharashtra,25,8,198,0,2,12
2020-03-30,Manipur,0,0,1,0,0,0
2020-03-30,Mizoram,0,0,1,0,0,0
2020-03-30,Odisha,0,0,3,0,0,0
2020-03-30,Puducherry,0,0,1,0,0,0
2020-03-30,Punjab,1,1,38,0,0,0
2020-03-30,Rajasthan,3,0,59,0,0,4
2020-03-30,Tamil Nadu,4,1,67,0,0,18
2020-03-30,Telangana,1,1,71,0,0,5
2020-03-30,Uttar Pradesh,11,0,82,0,0,17
2020-03-30,Uttarakhand,2,0,7,0,0,0
2020-03-30,West Bengal,0,1,22,0,0,4
2020-03-31,Andaman and Nicobar Islands,0,0,10,0,0,1
2020-03-31,Andhra Pradesh,1,0,40,0,0,17
2020-03-31,Bihar,0,1,15,0,0,0
2020-03-31,Chandigarh,0,0,13,0,0,5
2020-03-31,Chhattisgarh,0,0,8,0,0,1
2020-03-31,Delhi,6,2,97,0,0,10
2020-03-31,Goa,0,0,5,0,0,0
2020-03-31,Gujarat,3,6,73,2,0,4
2020-03-31,Haryana,21,0,40,3,0,4
2020-03-31,Himachal Pradesh,0,1,3,0,0,0
2020-03-31,Jammu and Kashmir,2,2,54,0,0,6
2020-03-31,Karnataka,5,3,83,0,0,0
2020-03-31,Kerala,19,1,234,0,0,32
2020-03-31,Ladakh,3,0,13,0,0,0
2020-03-31,Madhya Pradesh,0,3,47,0,0,0
2020-03-31,Maharashtra,39,9,216,14,1,18
2020-03-31,Manipur,0,0,1,0,0,0
2020-03-31,Mizoram,0,0,1,0,0,0
2020-03-31,Odisha,0,0,3,0,0,0
2020-03-31,Puducherry,0,0,1,0,0,0
2020-03-31,Punjab,1,3,41,0,2,3
2020-03-31,Rajasthan,3,0,74,0,0,15
2020-03-31,Tamil Nadu,4,1,74,0,0,7
2020-03-31,Telangana,1,1,79,0,0,8
2020-03-31,Uttar Pradesh,14,0,101,3,0,19
2020-03-31,Uttarakhand,2,0,7,0,0,0
2020-03-31,West Bengal,0,2,26,0,1,4
2020-04-01,Andaman and Nicobar Islands,0,0,10,0,0,0
2020-04-01,Andhra Pradesh,1,0,83,0,0,43
2020-04-01,Assam,0,0,1,0,0,1
2020-04-01,Bihar,0,1,23,0,0,8
2020-04-01,Chandigarh,0,0,16,0,0,3
2020-04-01,Chhattisgarh,2,0,9,2,0,1
2020-04-01,Delhi,6,2,152,0,0,55
2020-04-01,Goa,0,0,5,0,0,0
2020-04-01,Gujarat,5,6,82,2,0,9
2020-04-01,Haryana,21,0,43,0,0,3
2020-04-01,Himachal Pradesh,0,1,3,0,0,0
2020-04-01,Jammu and Kashmir,2,2,62,0,0,8
